latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
6.61699,80.9389,331.63,0.4,0.37,2026-08-24,0801,N21,nominal,2.0NRT,300.98,2.58,D
6.76291,81.52577,335.57,0.41,0.37,2026-08-24,0801,N21,nominal,2.0NRT,295.5,3.53,D
6.74091,81.37833,338.24,0.41,0.37,2026-08-24,0801,N21,nominal,2.0NRT,303.22,1.54,D
6.73511,81.2932,337.28,0.41,0.37,2026-08-24,0801,N21,nominal,2.0NRT,303.22,8.81,D
6.75172,81.35795,333.38,0.41,0.37,2026-08-24,0801,N21,nominal,2.0NRT,302.87,2.86,D
6.71758,81.08453,346.7,0.4,0.37,2026-08-24,0801,N21,nominal,2.0NRT,306.9,24.44,D
6.71704,81.08092,331.87,0.4,0.37,2026-08-24,0801,N21,nominal,2.0NRT,299.17,3.83,D
6.72094,81.08403,331.1,0.4,0.37,2026-08-24,0801,N21,nominal,2.0NRT,300.51,24.44,D
6.80006,81.41773,336.25,0.41,0.37,2026-08-24,0801,N21,nominal,2.0NRT,303.14,4.58,D
6.81692,81.43793,335.43,0.41,0.37,2026-08-24,0801,N21,nominal,2.0NRT,300.09,9.13,D
6.82137,81.35081,330.62,0.41,0.37,2026-08-24,0801,N21,nominal,2.0NRT,298.6,2.79,D
6.84125,81.43802,332.89,0.41,0.37,2026-08-24,0801,N21,nominal,2.0NRT,298.09,2.99,D
6.88604,81.00877,337.14,0.4,0.37,2026-08-24,0801,N21,nominal,2.0NRT,300.36,5.42,D
7.06455,81.8118,346.6,0.43,0.38,2026-08-24,0801,N21,nominal,2.0NRT,302.97,14.62,D
7.01477,81.42331,333.78,0.41,0.37,2026-08-24,0801,N21,nominal,2.0NRT,289.06,3.62,D
7.18063,81.79061,341.78,0.43,0.38,2026-08-24,0801,N21,nominal,2.0NRT,304.13,10.22,D
7.10274,81.07259,346.61,0.4,0.37,2026-08-24,0801,N21,nominal,2.0NRT,296.69,9.73,D
7.26753,81.80503,337.78,0.43,0.38,2026-08-24,0801,N21,nominal,2.0NRT,300.36,6.54,D
7.27753,81.83109,342.46,0.43,0.38,2026-08-24,0801,N21,nominal,2.0NRT,299.65,5.07,D
7.28155,81.83442,336.75,0.43,0.38,2026-08-24,0801,N21,nominal,2.0NRT,299.03,5.92,D
7.15497,80.96912,335.45,0.4,0.37,2026-08-24,0801,N21,nominal,2.0NRT,299.21,10.43,D
7.15833,80.96866,353.68,0.4,0.37,2026-08-24,0801,N21,nominal,2.0NRT,304.53,10.43,D
7.28903,81.83722,340.73,0.43,0.38,2026-08-24,0801,N21,nominal,2.0NRT,299.54,7.38,D
7.16117,80.96473,334.43,0.4,0.37,2026-08-24,0801,N21,nominal,2.0NRT,301.19,5.73,D
7.16453,80.96421,342.66,0.4,0.37,2026-08-24,0801,N21,nominal,2.0NRT,302.36,5.73,D
7.28713,81.75138,337.97,0.42,0.38,2026-08-24,0801,N21,nominal,2.0NRT,295.61,2.17,D
7.29952,81.8121,337.87,0.43,0.38,2026-08-24,0801,N21,nominal,2.0NRT,299.01,3.42,D
7.30467,81.82311,338.44,0.43,0.38,2026-08-24,0801,N21,nominal,2.0NRT,300.12,5.48,D
7.27901,81.64775,332.64,0.42,0.38,2026-08-24,0801,N21,nominal,2.0NRT,296.09,2.96,D
7.31103,81.81824,335.82,0.43,0.38,2026-08-24,0801,N21,nominal,2.0NRT,299.44,4.8,D
7.31047,81.8144,342.05,0.43,0.38,2026-08-24,0801,N21,nominal,2.0NRT,299.87,4.8,D
7.31908,81.82489,331.43,0.43,0.38,2026-08-24,0801,N21,nominal,2.0NRT,299.47,3.36,D
7.3141,81.76688,335.48,0.43,0.38,2026-08-24,0801,N21,nominal,2.0NRT,298.69,8.61,D
7.32601,81.82386,333.56,0.43,0.38,2026-08-24,0801,N21,nominal,2.0NRT,298.94,2.52,D
7.33287,81.84641,344.99,0.43,0.38,2026-08-24,0801,N21,nominal,2.0NRT,300.92,9.88,D
7.33715,81.75565,338.12,0.43,0.38,2026-08-24,0801,N21,nominal,2.0NRT,299.77,9.49,D
7.35366,81.84333,335.77,0.43,0.38,2026-08-24,0801,N21,nominal,2.0NRT,299.18,11.52,D
7.36186,81.77933,339.97,0.43,0.38,2026-08-24,0801,N21,nominal,2.0NRT,298.81,4.27,D
7.37027,81.34013,344.86,0.41,0.37,2026-08-24,0801,N21,nominal,2.0NRT,302.9,10.08,D
7.39017,81.19433,337.87,0.41,0.37,2026-08-24,0801,N21,nominal,2.0NRT,303.71,6,D
7.47754,81.73165,342.18,0.43,0.38,2026-08-24,0801,N21,nominal,2.0NRT,301.67,5.11,D
7.47682,81.73167,338.44,0.43,0.38,2026-08-24,0801,N21,nominal,2.0NRT,301.05,2.72,D
7.48028,81.73116,336.31,0.43,0.38,2026-08-24,0801,N21,nominal,2.0NRT,299.93,2.72,D
7.55804,81.70781,337.93,0.43,0.38,2026-08-24,0801,N21,nominal,2.0NRT,301.23,4.91,D
7.55069,81.65825,337.42,0.42,0.38,2026-08-24,0801,N21,nominal,2.0NRT,300.75,3.63,D
7.55682,81.31953,338.15,0.41,0.37,2026-08-24,0801,N21,nominal,2.0NRT,303.56,6.97,D
7.60968,80.96377,338.25,0.4,0.37,2026-08-24,0801,N21,nominal,2.0NRT,292.93,5.2,D
7.70077,81.41658,337.72,0.42,0.37,2026-08-24,0801,N21,nominal,2.0NRT,303.29,5.17,D
7.76242,81.43024,337.14,0.42,0.37,2026-08-24,0801,N21,nominal,2.0NRT,301.54,6.05,D
7.81231,81.36535,338.61,0.42,0.37,2026-08-24,0801,N21,nominal,2.0NRT,303.3,6.25,D
7.89496,81.42567,348.67,0.42,0.38,2026-08-24,0801,N21,nominal,2.0NRT,303.81,12.02,D
7.88902,80.67071,348.23,0.4,0.37,2026-08-24,0801,N21,nominal,2.0NRT,299.97,17.82,D
7.88055,80.61359,343.32,0.4,0.37,2026-08-24,0801,N21,nominal,2.0NRT,299.13,6.7,D
7.93561,80.61624,346.81,0.4,0.37,2026-08-24,0801,N21,nominal,2.0NRT,299.18,8.13,D
7.93895,80.61575,334.62,0.4,0.37,2026-08-24,0801,N21,nominal,2.0NRT,296.92,1.99,D
7.90935,80.30532,330.43,0.39,0.36,2026-08-24,0801,N21,nominal,2.0NRT,298.38,3.19,D
8.04678,80.63174,333.04,0.4,0.37,2026-08-24,0803,N21,nominal,2.0NRT,294.41,5.28,D
8.04625,80.62816,331.83,0.4,0.37,2026-08-24,0803,N21,nominal,2.0NRT,293.75,5.95,D
8.16733,81.324,336.64,0.42,0.37,2026-08-24,0803,N21,nominal,2.0NRT,297.52,6.69,D
8.03123,80.36903,334.53,0.39,0.36,2026-08-24,0803,N21,nominal,2.0NRT,293.69,2.6,D
8.38476,81.13155,332.49,0.41,0.37,2026-08-24,0803,N21,nominal,2.0NRT,296.61,2.52,D
8.28601,80.23198,330.66,0.39,0.36,2026-08-24,0803,N21,nominal,2.0NRT,293.54,3.69,D
8.28506,80.13511,333.97,0.39,0.36,2026-08-24,0803,N21,nominal,2.0NRT,297.8,4.77,D
8.37994,80.63216,336.69,0.4,0.37,2026-08-24,0803,N21,nominal,2.0NRT,294.47,4.15,D
8.42442,80.75407,332.42,0.4,0.37,2026-08-24,0803,N21,nominal,2.0NRT,300.32,3.56,D
8.45003,80.69469,333.35,0.4,0.37,2026-08-24,0803,N21,nominal,2.0NRT,297.47,4.47,D
8.47084,80.76562,338.89,0.4,0.37,2026-08-24,0803,N21,nominal,2.0NRT,300.82,3.8,D
8.43308,80.48814,342.2,0.4,0.37,2026-08-24,0803,N21,nominal,2.0NRT,300.31,10.66,D
8.41145,80.25195,334.2,0.39,0.36,2026-08-24,0803,N21,nominal,2.0NRT,296.32,5.44,D
8.50076,80.82803,336.75,0.4,0.37,2026-08-24,0803,N21,nominal,2.0NRT,297.56,5.8,D
8.4878,80.74082,331.49,0.4,0.37,2026-08-24,0803,N21,nominal,2.0NRT,295.96,1.6,D
8.48388,80.64533,331.47,0.4,0.37,2026-08-24,0803,N21,nominal,2.0NRT,297.38,4.1,D
8.51479,80.82964,344.04,0.4,0.37,2026-08-24,0803,N21,nominal,2.0NRT,296.28,6.05,D
8.51818,80.62943,333.28,0.4,0.37,2026-08-24,0803,N21,nominal,2.0NRT,287.89,6.3,D
8.52206,80.63253,343.47,0.4,0.37,2026-08-24,0803,N21,nominal,2.0NRT,287.9,10.48,D
8.61681,81.18475,341.62,0.42,0.37,2026-08-24,0803,N21,nominal,2.0NRT,279.75,6.42,D
8.64193,80.81463,334.92,0.4,0.37,2026-08-24,0803,N21,nominal,2.0NRT,298.43,2.44,D
8.61641,80.64407,333.28,0.4,0.37,2026-08-24,0803,N21,nominal,2.0NRT,296.62,2.21,D
8.60897,80.53074,331.3,0.4,0.37,2026-08-24,0803,N21,nominal,2.0NRT,301.07,5.39,D
8.65625,80.78227,336.92,0.4,0.37,2026-08-24,0803,N21,nominal,2.0NRT,301.02,6.63,D
8.71787,80.53223,336.11,0.4,0.37,2026-08-24,0803,N21,nominal,2.0NRT,295.94,4.47,D
8.71734,80.52864,337.65,0.4,0.37,2026-08-24,0803,N21,nominal,2.0NRT,295.36,4.47,D
8.72122,80.53173,335.32,0.4,0.37,2026-08-24,0803,N21,nominal,2.0NRT,298.66,3.67,D
8.72069,80.52814,336.87,0.4,0.37,2026-08-24,0803,N21,nominal,2.0NRT,299.01,3.67,D
8.80171,80.96279,340.01,0.41,0.37,2026-08-24,0803,N21,nominal,2.0NRT,293.65,5.25,D
8.72988,80.2678,346.46,0.39,0.36,2026-08-24,0803,N21,nominal,2.0NRT,301.06,19.8,D
8.81339,80.80691,335.76,0.41,0.37,2026-08-24,0803,N21,nominal,2.0NRT,298.56,10.49,D
8.83193,80.54458,334.84,0.4,0.37,2026-08-24,0803,N21,nominal,2.0NRT,296.25,6.74,D
8.88601,80.4703,337.15,0.4,0.37,2026-08-24,0803,N21,nominal,2.0NRT,301.68,2.57,D
8.88547,80.46671,330.65,0.4,0.37,2026-08-24,0803,N21,nominal,2.0NRT,299.19,2.57,D
8.95825,80.77052,337.24,0.41,0.37,2026-08-24,0803,N21,nominal,2.0NRT,297.48,3.49,D
9.00148,80.58507,331.49,0.4,0.37,2026-08-24,0803,N21,nominal,2.0NRT,296.75,3.89,D
9.09104,80.3176,334.84,0.4,0.37,2026-08-24,0803,N21,nominal,2.0NRT,299.85,3.85,D
9.14653,80.66684,330.72,0.4,0.37,2026-08-24,0803,N21,nominal,2.0NRT,296.95,2.43,D
9.14451,80.51505,334.29,0.4,0.37,2026-08-24,0803,N21,nominal,2.0NRT,301.51,4.08,D
9.13551,80.32197,331.92,0.4,0.37,2026-08-24,0803,N21,nominal,2.0NRT,298.47,2.97,D
9.04358,78.21024,332.46,0.39,0.36,2026-08-24,0803,N21,low,2.0NRT,295.91,3.33,D
9.41199,80.39674,348.8,0.4,0.37,2026-08-24,0803,N21,nominal,2.0NRT,302.54,15.33,D
9.13882,78.25266,338.62,0.39,0.36,2026-08-24,0803,N21,low,2.0NRT,298.43,6.03,D
9.56224,80.35896,340.34,0.4,0.37,2026-08-24,0803,N21,nominal,2.0NRT,301.52,3.19,D
9.79062,80.15464,332.38,0.4,0.37,2026-08-24,0803,N21,nominal,2.0NRT,298.82,2.19,D
10.44382,79.63159,332.01,0.39,0.36,2026-08-24,0803,N21,nominal,2.0NRT,288.22,3.01,D
10.44329,79.62807,335.68,0.39,0.36,2026-08-24,0803,N21,nominal,2.0NRT,288.58,3.01,D
10.44661,79.62756,332.75,0.39,0.36,2026-08-24,0803,N21,nominal,2.0NRT,289.12,3.01,D
15.17561,76.65761,342.81,0.39,0.36,2026-08-24,0805,N21,nominal,2.0NRT,296.54,8.73,D
15.18392,76.6673,336.44,0.39,0.36,2026-08-24,0805,N21,low,2.0NRT,295.62,5.39,D
24.53647,67.98547,340.45,0.51,0.49,2026-08-24,0807,N21,nominal,2.0NRT,300.32,5.9,D
24.86393,68.06441,336.8,0.5,0.49,2026-08-24,0807,N21,nominal,2.0NRT,300.52,5.36,D
26.0687,68.60545,330.46,0.44,0.46,2026-08-24,0807,N21,nominal,2.0NRT,300.41,1.42,D
28.32144,68.06577,335.04,0.43,0.46,2026-08-24,0809,N21,nominal,2.0NRT,298.4,2.21,D
30.69707,74.18148,335.91,0.39,0.36,2026-08-24,0809,N21,nominal,2.0NRT,301.56,3.82,D
30.69473,74.03057,333.1,0.38,0.36,2026-08-24,0809,N21,nominal,2.0NRT,301.78,0.84,D
31.30223,75.0976,331.03,0.4,0.37,2026-08-24,0809,N21,nominal,2.0NRT,300.39,2.69,D
31.25143,73.94572,345.9,0.38,0.36,2026-08-24,0809,N21,nominal,2.0NRT,301.62,7.81,D
31.99993,78.53543,342.79,0.54,0.42,2026-08-24,0809,N21,nominal,2.0NRT,306.47,20.93,D
32.57622,72.56223,333.75,0.39,0.36,2026-08-24,0809,N21,low,2.0NRT,306.63,3.03,D
32.88796,71.61653,336.06,0.4,0.37,2026-08-24,0809,N21,low,2.0NRT,308.65,4.63,D
35.50361,71.27733,334.8,0.39,0.36,2026-08-24,0809,N21,nominal,2.0NRT,303.83,2.93,D
32.9533,59.3793,341.88,0.53,0.67,2026-08-24,0809,N21,low,2.0NRT,313.79,8.2,D
34.60642,60.71009,338.93,0.41,0.6,2026-08-24,0811,N21,nominal,2.0NRT,311.58,2.73,D
20.37499,55.938,342.05,0.56,0.43,2026-08-24,0947,N21,low,2.0NRT,313.16,1.41,D
21.0027,56.53357,345.8,0.41,0.45,2026-08-24,0947,N21,nominal,2.0NRT,315.46,2.68,D
21.31254,57.7446,348.95,0.49,0.49,2026-08-24,0947,N21,nominal,2.0NRT,314.27,2.69,D
21.64567,55.99672,339.82,0.39,0.44,2026-08-24,0947,N21,low,2.0NRT,313.96,2.45,D
21.64784,55.99631,341.8,0.39,0.44,2026-08-24,0947,N21,low,2.0NRT,314.48,2.34,D
21.83331,56.68194,347.29,0.43,0.46,2026-08-24,0947,N21,nominal,2.0NRT,315.46,3.16,D
21.83439,56.6794,346.41,0.43,0.46,2026-08-24,0947,N21,nominal,2.0NRT,315.33,1.19,D
21.93527,57.07452,346.56,0.45,0.47,2026-08-24,0947,N21,nominal,2.0NRT,314.61,3.46,D
22.28977,56.52822,346.57,0.43,0.46,2026-08-24,0947,N21,nominal,2.0NRT,315.86,2,D
22.31778,56.47878,343.88,0.42,0.45,2026-08-24,0947,N21,low,2.0NRT,315.36,1.63,D
22.32758,56.49019,350.4,0.42,0.45,2026-08-24,0947,N21,nominal,2.0NRT,316.89,2.91,D
22.33296,56.46452,344.86,0.42,0.45,2026-08-24,0947,N21,low,2.0NRT,315.57,1.67,D
22.44267,56.69843,346.29,0.44,0.46,2026-08-24,0947,N21,nominal,2.0NRT,312.71,18.74,D
22.61244,54.06091,350.41,0.47,0.4,2026-08-24,0947,N21,low,2.0NRT,320.91,2.9,D
24.50515,56.60801,342.31,0.46,0.47,2026-08-24,0949,N21,low,2.0NRT,313.25,18.64,D
24.50926,54.0182,337.08,0.49,0.4,2026-08-24,0949,N21,nominal,2.0NRT,303.54,7.34,D
25.97479,56.07114,340.8,0.44,0.46,2026-08-24,0949,N21,low,2.0NRT,315.37,16.01,D
27.15792,56.10158,352.96,0.46,0.47,2026-08-24,0949,N21,nominal,2.0NRT,320.69,23.36,D
27.16224,56.10099,347.23,0.46,0.47,2026-08-24,0949,N21,low,2.0NRT,319,24.91,D
27.1661,56.05367,349.65,0.46,0.47,2026-08-24,0949,N21,low,2.0NRT,321.25,26.92,D
27.17089,56.0577,347.07,0.46,0.47,2026-08-24,0949,N21,low,2.0NRT,321.54,25.71,D
35.33056,60.40273,347.86,0.51,0.66,2026-08-24,0952,N21,nominal,2.0NRT,315.34,9.2,D
35.33166,60.40051,340.1,0.51,0.66,2026-08-24,0952,N21,low,2.0NRT,314.65,9.5,D
37.04502,61.2161,337.49,0.58,0.7,2026-08-24,0952,N21,low,2.0NRT,309.3,6.26,D
37.12042,62.36743,341.88,0.68,0.74,2026-08-24,0952,N21,low,2.0NRT,313.72,25.67,D
37.19557,60.86094,367,0.56,0.68,2026-08-24,0952,N21,high,2.0NRT,309.74,19.76,D
37.20187,60.86062,367,0.56,0.68,2026-08-24,0952,N21,high,2.0NRT,313.19,8.78,D
37.19878,60.8593,355.2,0.56,0.69,2026-08-24,0952,N21,nominal,2.0NRT,314.05,37.27,D
36.94577,54.88778,332.64,0.51,0.49,2026-08-24,0952,N21,low,2.0NRT,305.9,8.43,D
37.44377,59.78036,367,0.49,0.65,2026-08-24,0952,N21,high,2.0NRT,312.22,11.61,D
37.71712,60.16459,367,0.51,0.66,2026-08-24,0952,N21,high,2.0NRT,312.42,14.47,D
37.71778,60.16227,367,0.51,0.66,2026-08-24,0952,N21,high,2.0NRT,313.88,16.06,D
38.7716,56.81717,344.68,0.34,0.56,2026-08-24,0952,N21,low,2.0NRT,314.95,5.53,D
38.64977,54.28208,350.79,0.49,0.49,2026-08-24,0952,N21,nominal,2.0NRT,318.86,5.65,D
38.96075,56.45804,343.88,0.33,0.55,2026-08-24,0952,N21,nominal,2.0NRT,317.35,4.07,D
39.13665,56.37288,344.76,0.32,0.55,2026-08-24,0952,N21,low,2.0NRT,317.82,8.66,D
39.44507,54.38717,354.3,0.51,0.49,2026-08-24,0954,N21,nominal,2.0NRT,321.37,14.18,D
19.26918,56.17589,345.72,0.56,0.43,2026-08-24,0947,N21,nominal,2.0NRT,314.72,1.79,D
22.37808,87.27341,305.13,0.71,0.75,2026-08-24,1853,N21,nominal,2.0NRT,284.62,3.57,N
22.37762,87.28032,313.01,0.71,0.75,2026-08-24,1853,N21,nominal,2.0NRT,284.39,3.57,N
22.36239,87.29989,303.55,0.71,0.75,2026-08-24,1853,N21,nominal,2.0NRT,284.66,2.58,N
22.36675,87.01879,301.37,0.74,0.76,2026-08-24,1853,N21,nominal,2.0NRT,284.57,1.66,N
22.37821,87.27383,305.16,0.71,0.75,2026-08-24,1853,N21,nominal,2.0NRT,284.54,4.15,N
22.37771,87.28072,313.4,0.71,0.75,2026-08-24,1853,N21,nominal,2.0NRT,284.51,4.8,N
22.36235,87.30032,303.61,0.71,0.75,2026-08-24,1853,N21,nominal,2.0NRT,284.88,2.75,N
36.88985,101.75025,299.06,0.45,0.39,2026-08-24,1849,N21,nominal,2.0NRT,286.54,1.1,N
36.59139,101.48557,308.58,0.46,0.39,2026-08-24,1849,N21,nominal,2.0NRT,286.32,1.9,N
26.62127,101.59388,316.24,0.39,0.36,2026-08-24,1851,N21,nominal,2.0NRT,291.14,6.86,N
26.62069,101.59772,317.86,0.39,0.36,2026-08-24,1851,N21,nominal,2.0NRT,293.62,9.44,N
26.6075,101.50374,304.72,0.39,0.36,2026-08-24,1851,N21,nominal,2.0NRT,292.44,0.9,N
26.57651,101.66485,327.53,0.39,0.36,2026-08-24,1851,N21,nominal,2.0NRT,298.08,36.87,N
26.56991,101.66361,305.47,0.39,0.36,2026-08-24,1851,N21,nominal,2.0NRT,292.86,1.28,N
26.56427,101.67847,322.98,0.39,0.36,2026-08-24,1851,N21,nominal,2.0NRT,293.01,1.83,N
26.56544,101.67072,317.58,0.39,0.36,2026-08-24,1851,N21,nominal,2.0NRT,292.93,2.03,N
26.56486,101.67459,314.81,0.39,0.36,2026-08-24,1851,N21,nominal,2.0NRT,295.12,1.83,N
26.56098,101.67783,313.38,0.39,0.36,2026-08-24,1851,N21,nominal,2.0NRT,294.05,1.83,N
26.38345,101.97336,306.24,0.39,0.36,2026-08-24,1851,N21,nominal,2.0NRT,290.53,1.49,N
25.06292,101.57076,310.4,0.39,0.36,2026-08-24,1853,N21,nominal,2.0NRT,289.86,1.09,N
22.34392,69.86665,339.9,0.43,0.46,2026-08-24,2036,N21,nominal,2.0NRT,293.84,7.01,N
22.3444,69.86245,308.11,0.44,0.46,2026-08-24,2036,N21,nominal,2.0NRT,293.06,2.37,N
22.34343,69.87085,313.73,0.43,0.46,2026-08-24,2036,N21,nominal,2.0NRT,293.41,7.01,N
22.34017,69.86192,307.83,0.44,0.46,2026-08-24,2036,N21,nominal,2.0NRT,293.93,3.82,N
22.33969,69.86611,315.85,0.43,0.46,2026-08-24,2036,N21,nominal,2.0NRT,294.07,2.69,N
22.33921,69.8703,309.15,0.43,0.46,2026-08-24,2036,N21,nominal,2.0NRT,293.54,2.69,N
21.11155,72.63502,306.84,0.45,0.39,2026-08-24,2036,N21,nominal,2.0NRT,285.95,2.62,N
21.11185,72.63676,305.79,0.45,0.39,2026-08-24,2036,N21,nominal,2.0NRT,286.44,2.38,N
21.1071,72.6448,333.63,0.45,0.39,2026-08-24,2036,N21,nominal,2.0NRT,286.64,5.21,N
21.1083,72.63621,314.67,0.45,0.39,2026-08-24,2036,N21,nominal,2.0NRT,287.72,1.32,N
21.1077,72.6405,305.03,0.45,0.39,2026-08-24,2036,N21,nominal,2.0NRT,286.38,1.32,N
21.10649,72.64909,309.21,0.45,0.39,2026-08-24,2036,N21,nominal,2.0NRT,287.92,5.21,N
21.10355,72.64426,333.39,0.45,0.39,2026-08-24,2036,N21,nominal,2.0NRT,286.73,5.21,N
21.10475,72.63566,311.84,0.45,0.39,2026-08-24,2036,N21,nominal,2.0NRT,286.77,1.32,N
21.10415,72.63996,305.3,0.45,0.39,2026-08-24,2036,N21,nominal,2.0NRT,285.08,1.32,N
21.10295,72.64854,306.06,0.45,0.39,2026-08-24,2036,N21,nominal,2.0NRT,287.19,5.21,N
21.1012,72.63512,343.9,0.45,0.39,2026-08-24,2036,N21,nominal,2.0NRT,286.91,6.84,N
21.1006,72.63942,303.78,0.45,0.39,2026-08-24,2036,N21,nominal,2.0NRT,284.69,6.84,N
20.91008,71.45858,304.73,0.51,0.41,2026-08-24,2036,N21,nominal,2.0NRT,291.81,1.97,N
19.93503,73.71155,317.95,0.4,0.37,2026-08-24,2036,N21,nominal,2.0NRT,290.33,2.2,N
39.19002,83.53262,304.29,0.42,0.38,2026-08-24,2029,N21,nominal,2.0NRT,288.72,0.69,N
39.04926,76.18244,303.27,0.48,0.4,2026-08-24,2032,N21,nominal,2.0NRT,289.7,1.15,N
39.05031,76.18046,302.52,0.48,0.4,2026-08-24,2032,N21,nominal,2.0NRT,290.01,1.92,N
38.68581,65.98567,311.39,0.55,0.68,2026-08-24,2032,N21,nominal,2.0NRT,291.35,1.58,N
37.30261,77.71712,311.58,0.41,0.37,2026-08-24,2032,N21,nominal,2.0NRT,282.18,1.41,N
38.05024,67.26361,367,0.46,0.63,2026-08-24,2032,N21,high,2.0NRT,296.85,29.44,N
38.05045,67.25857,302.63,0.46,0.64,2026-08-24,2032,N21,nominal,2.0NRT,290.1,14.91,N
38.05105,67.26452,355.45,0.46,0.63,2026-08-24,2032,N21,nominal,2.0NRT,295.11,22.35,N
38.05128,67.2595,307.65,0.46,0.63,2026-08-24,2032,N21,nominal,2.0NRT,290.29,14.15,N
35.96921,68.6854,306.87,0.37,0.58,2026-08-24,2032,N21,nominal,2.0NRT,294.07,1.12,N
33.69108,72.85719,305.43,0.4,0.44,2026-08-24,2032,N21,nominal,2.0NRT,294.84,1.2,N
33.69004,72.71039,307.68,0.41,0.45,2026-08-24,2032,N21,nominal,2.0NRT,294.99,1.65,N
33.27676,72.1431,307.43,0.43,0.46,2026-08-24,2032,N21,nominal,2.0NRT,296.22,1.12,N
33.29709,71.18703,313.84,0.49,0.49,2026-08-24,2032,N21,nominal,2.0NRT,297.08,1.16,N
32.8867,71.61721,312.19,0.46,0.47,2026-08-24,2032,N21,nominal,2.0NRT,298.49,3.9,N
32.57434,72.55949,311.64,0.4,0.45,2026-08-24,2032,N21,nominal,2.0NRT,298.82,3.98,N
32.1024,74.17386,329.96,0.5,0.41,2026-08-24,2034,N21,nominal,2.0NRT,297.56,3.82,N
31.32664,76.89409,303.53,0.4,0.37,2026-08-24,2034,N21,nominal,2.0NRT,291.91,0.76,N
